"","bathrm","hf_bathrm","heat","ac","rooms","bedrm","ayb","yr_rmdl","eyb","stories","saledate","price","gba","style","grade","extwall","kitchens","fireplaces","landarea"
"706",4,0,"Forced Air","Y",13,6,1927,2003,1957,1.75,"2003-12-01 00:00:00",332700,1591,"2 Story","Average","Vinyl Siding",1,1,3675
"707",3,0,"Forced Air","Y",6,3,1931,2014,1967,1.75,"2015-03-19 00:00:00",534200,1050,"2 Story","Above Average","Brick/Stone",1,1,2997
"708",1,1,"Hot Water Rad","Y",7,4,1931,NA,1967,2.25,"2017-11-02 00:00:00",512800,1585,"2 Story","Above Average","Vinyl Siding",1,1,3528
"709",2,0,"Hot Water Rad","N",7,4,1929,NA,1957,2,"2015-07-02 00:00:00",420100,1400,"2 Story","Above Average","Stucco",1,0,4822
"710",1,0,"Hot Water Rad","N",6,3,1927,NA,1947,1,"2016-01-04 00:00:00",284100,920,"1 Story","Fair Quality","Vinyl Siding",1,0,4372
"711",2,0,"Forced Air","Y",6,3,1927,2016,1964,1,"2017-01-27 00:00:00",452200,897,"1 Story","Average","Stone/Siding",1,0,4283
"712",2,0,"Warm Cool","Y",6,3,1950,NA,1960,2,"2004-06-07 00:00:00",346700,1544,"2 Story","Above Average","Common Brick",1,1,4900
"713",2,1,"Hot Water Rad","N",8,4,1905,2016,1967,2.5,"2016-05-02 00:00:00",780000,2424,"2.5 Story Fin","Above Average","Shingle",1,2,6302
"714",3,1,"Hot Water Rad","N",8,4,1905,NA,1954,2.5,"2004-06-24 00:00:00",383000,2867,"2.5 Story Fin","Above Average","Aluminum",1,0,8694
"715",3,2,"Forced Air","Y",10,4,1905,2015,1967,2,"2015-12-04 00:00:00",801200,2391,"2 Story","Above Average","Hardboard",1,0,6500
"716",5,1,"Forced Air","Y",19,6,1905,2008,1967,3,"2015-07-20 00:00:00",833600,2040,"3 Story","Above Average","Vinyl Siding",1,0,6750
"717",1,1,"Hot Water Rad","Y",6,3,1949,2007,1962,1.75,"2003-05-21 00:00:00",213900,2157,"2 Story","Above Average","Common Brick",1,1,15559
"718",2,0,"Forced Air","Y",6,3,1925,2011,1964,1,"2017-09-07 00:00:00",426900,944,"1 Story","Average","Vinyl Siding",1,0,8000
"719",1,1,"Forced Air","Y",5,2,1925,NA,1964,1,"2009-05-04 00:00:00",262500,834,"1 Story","Average","Vinyl Siding",1,0,5752
"720",3,1,"Forced Air","Y",7,4,1925,2013,1967,2,"2016-06-10 00:00:00",657300,1764,"2 Story","Above Average","Aluminum",1,0,5460
"721",2,1,"Hot Water Rad","Y",6,3,1912,2005,1967,2,"2015-06-19 00:00:00",584000,1624,"2 Story","Above Average","Vinyl Siding",1,0,5231
"722",2,1,"Forced Air","Y",6,3,1905,2004,1957,2,"2014-01-13 00:00:00",377100,1408,"2 Story","Above Average","Vinyl Siding",1,0,3650
"723",5,1,"Forced Air","Y",10,7,2008,NA,2012,2,"2008-08-04 00:00:00",610700,3274,"2 Story","Above Average","Face Brick",1,1,8250
"724",3,0,"Forced Air","Y",6,3,1927,2017,1964,1,"2017-12-08 00:00:00",507100,1058,"1 Story","Average","Stucco",1,0,4669
"725",3,0,"Hot Water Rad","Y",6,3,1922,2002,1954,1,"2013-11-12 00:00:00",421600,841,"1 Story","Average","Vinyl Siding",1,1,2750
"726",3,0,"Forced Air","Y",8,3,1934,2017,1967,2,"2017-06-12 00:00:00",670700,1495,"2 Story","Above Average","Common Brick",1,1,2705
"727",1,0,"Forced Air","N",8,3,1927,1979,1954,1.25,"2003-10-02 00:00:00",183800,915,"1.5 Story Fin","Average","Vinyl Siding",1,0,9121
"728",1,0,"Forced Air","N",6,3,1926,1950,1954,1.25,"1995-01-04 00:00:00",93800,1202,"1.5 Story Unfin","Average","Vinyl Siding",1,0,10220
"729",3,0,"Forced Air","Y",7,4,1928,2013,1964,1.75,"2014-03-31 00:00:00",462300,1460,"1.5 Story Fin","Average","Shingle",1,0,9671
"730",4,0,"Forced Air","Y",8,5,1935,2011,1964,1.5,"2011-12-13 00:00:00",373800,1643,"1.5 Story Fin","Average","Vinyl Siding",1,0,6875
"731",3,1,"Ht Pump","Y",7,4,1929,2011,1967,2,"2012-02-13 00:00:00",417900,2080,"2 Story","Above Average","Vinyl Siding",1,1,8366
"732",1,1,"Hot Water Rad","N",5,2,1925,NA,1947,1,"2012-04-27 00:00:00",218300,860,"1 Story","Fair Quality","Vinyl Siding",1,0,11872
"733",1,0,"Hot Water Rad","N",5,2,1926,NA,1954,1,"1997-06-09 00:00:00",73900,764,"1 Story","Average","Wood Siding",1,1,4011
"734",1,0,"Forced Air","Y",5,2,1927,NA,1954,1,"2018-05-02 00:00:00",272600,844,"1 Story","Average","Vinyl Siding",1,0,4085
"735",1,1,"Forced Air","Y",6,3,1910,1988,1967,2,"2003-07-17 00:00:00",224900,1136,"2 Story","Above Average","Vinyl Siding",1,1,1997
"736",2,0,"Forced Air","Y",6,3,1905,2015,1967,2,"2015-07-10 00:00:00",444000,1216,"2 Story","Above Average","Vinyl Siding",1,0,2321
"737",4,1,"Ht Pump","Y",9,5,2015,NA,2016,2,"2015-03-20 00:00:00",776000,3056,"2 Story","Above Average","Stone/Siding",1,1,3899
"738",1,1,"Hot Water Rad","N",7,3,1927,NA,1957,2,"2007-07-31 00:00:00",390500,1756,"2 Story","Above Average","Stucco",1,1,7500
"739",1,1,"Hot Water Rad","N",6,3,1936,NA,1957,2,"1994-03-22 00:00:00",151400,1616,"2 Story","Above Average","Common Brick",1,2,4440
"740",1,0,"Hot Water Rad","N",8,4,1919,2001,1954,2,"2001-08-07 00:00:00",123500,1502,"2 Story","Average","Shingle",1,1,3762
"741",3,1,"Forced Air","Y",7,4,2011,NA,2013,2,"2012-06-12 00:00:00",478700,2080,"2 Story","Average","Face Brick",1,1,3308
"742",1,0,"Hot Water Rad","Y",7,4,1920,NA,1954,2,"2016-09-30 00:00:00",435200,1536,"2 Story","Average","Vinyl Siding",1,1,2805
"743",3,1,"Forced Air","Y",7,4,1925,2017,1964,2,"2017-11-14 00:00:00",797600,1628,"2 Story","Average","Vinyl Siding",1,1,7984
"744",2,1,"Hot Water Rad","N",6,3,1928,NA,1954,2,"1998-12-24 00:00:00",103300,1838,"2 Story","Average","Wood Siding",1,1,4000
"745",3,1,"Forced Air","Y",7,4,1926,2013,1964,2,"2013-09-11 00:00:00",476000,1428,"2 Story","Average","Brick/Siding",1,0,2792
"746",3,1,"Forced Air","Y",7,4,1924,2015,1967,2.25,"2016-03-15 00:00:00",741000,1417,"2 Story","Above Average","Vinyl Siding",1,1,8804
"747",1,0,"Warm Cool","Y",8,3,1940,NA,1954,1.5,"1993-10-07 00:00:00",131800,1252,"1.5 Story Fin","Average","Common Brick",1,1,10238
"748",1,0,"Hot Water Rad","N",9,3,1932,NA,1954,1.5,"2003-06-10 00:00:00",157100,1189,"1.5 Story Fin","Average","Aluminum",1,0,3881
"749",3,1,"Ht Pump","Y",7,4,2015,NA,2016,2,"2015-07-02 00:00:00",586400,1424,"2 Story","Above Average","Hardboard",1,1,3478
"750",4,1,"Forced Air","Y",8,4,1932,2005,1964,2,"2013-02-26 00:00:00",546300,2399,"2 Story","Average","Brick/Siding",1,0,5985
"751",1,0,"Hot Water Rad","N",7,3,1940,NA,1967,2,"1995-05-05 00:00:00",169800,1200,"2 Story","Above Average","Common Brick",1,1,13231
"752",2,0,"Forced Air","Y",6,3,1927,2005,1964,2,"2006-04-04 00:00:00",475100,1540,"2 Story","Average","Vinyl Siding",1,0,4135
"753",2,0,"Forced Air","Y",6,3,1927,2010,1967,2,"2013-07-16 00:00:00",428400,1288,"2 Story","Above Average","Vinyl Siding",1,0,4135
"754",2,0,"Forced Air","Y",6,3,1964,2017,1979,1,"1994-06-27 00:00:00",123700,1309,"1 Story","Average","Common Brick",1,1,4986
"755",4,1,"Forced Air","Y",9,4,1905,2014,1967,2.25,"2014-05-21 00:00:00",621100,2123,"2 Story","Above Average","Stone/Siding",1,0,6868
"756",3,1,"Forced Air","Y",9,5,1919,2012,1967,2.25,"2017-09-18 00:00:00",772200,3178,"2 Story","Above Average","Brick/Stucco",1,1,3565
"757",2,0,"Forced Air","Y",6,3,1927,2011,1964,2,"2012-01-18 00:00:00",284300,860,"2 Story","Average","Vinyl Siding",1,0,5176
"758",2,0,"Hot Water Rad","N",7,4,1928,NA,1964,2,"2003-07-07 00:00:00",213200,1120,"2 Story","Average","Shingle",1,1,2588
"759",2,0,"Warm Cool","Y",7,3,1927,2006,1967,2,"2004-08-03 00:00:00",242000,988,"2 Story","Above Average","Vinyl Siding",1,0,3553
"760",1,1,"Forced Air","Y",6,3,1927,NA,1964,2,"2001-09-04 00:00:00",194800,1608,"2 Story","Average","Aluminum",1,1,3881
"761",3,1,"Forced Air","Y",8,5,1934,2007,1967,2,"2008-05-22 00:00:00",615000,2435,"2 Story","Above Average","Brick/Stone",1,2,7106
"762",2,1,"Hot Water Rad","N",8,3,1927,NA,1964,2,"1996-12-18 00:00:00",125200,1872,"2 Story","Average","Wood Siding",1,1,7106
"763",2,1,"Hot Water Rad","N",9,4,1927,2008,1964,2,"2008-01-23 00:00:00",490000,1904,"2 Story","Average","Aluminum",1,1,7106
"764",1,0,"Hot Water Rad","N",6,3,1930,2011,1964,1.25,"2015-07-01 00:00:00",418800,912,"1 Story","Average","Stucco",1,1,5176
"765",2,1,"Forced Air","Y",6,3,1937,2010,1967,2,"2011-02-07 00:00:00",327400,1400,"2 Story","Above Average","Common Brick",1,1,4080
"766",1,0,"Hot Water Rad","N",7,4,1933,NA,1957,2,"2001-09-04 00:00:00",166000,1530,"2 Story","Above Average","Common Brick",1,1,5061
"767",3,1,"Hot Water Rad","Y",9,5,1920,2017,1967,2.25,"2017-11-06 00:00:00",731300,1816,"4 Story","Above Average","Common Brick",1,1,6430
"768",1,0,"Hot Water Rad","N",6,3,1920,NA,1954,2,"2001-12-14 00:00:00",184800,1433,"2 Story","Above Average","Aluminum",1,0,4735
"769",3,1,"Forced Air","Y",6,3,1932,2014,1964,1.75,"2014-04-24 00:00:00",475400,945,"2 Story","Average","Vinyl Siding",1,0,5322
"770",1,1,"Hot Water Rad","N",7,3,1932,NA,1954,2,"2000-06-23 00:00:00",129700,1100,"2 Story","Average","Shingle",1,0,5324
"771",2,0,"Hot Water Rad","N",7,3,1928,NA,1964,1.25,"2003-12-03 00:00:00",289800,1404,"1.5 Story Fin","Average","Vinyl Siding",1,1,3975
"772",2,1,"Forced Air","Y",7,4,1930,2006,1964,2,"2006-05-30 00:00:00",466200,1250,"2 Story","Average","Aluminum",1,0,5849
"773",2,1,"Hot Water Rad","N",7,4,1931,2010,1964,2,"2015-11-20 00:00:00",524400,1276,"2 Story","Average","Vinyl Siding",1,1,4086
"774",2,0,"Hot Water Rad","N",8,3,1931,NA,1954,1,"2005-09-28 00:00:00",340800,1052,"1 Story","Average","Aluminum",1,1,4096
"775",2,0,"Warm Cool","Y",5,2,1937,1966,1957,1.25,"2002-07-08 00:00:00",164200,1032,"1.5 Story Fin","Above Average","Vinyl Siding",1,1,9905
"776",3,1,"Forced Air","Y",6,3,1927,2011,1964,2,"2011-12-21 00:00:00",341000,1150,"2 Story","Average","Vinyl Siding",1,0,3492
"777",2,1,"Forced Air","Y",6,3,1927,2005,1964,2,"2016-10-19 00:00:00",488600,1760,"2 Story","Average","Vinyl Siding",1,0,2738
"778",2,0,"Hot Water Rad","Y",6,3,1905,NA,1967,2,"2015-11-03 00:00:00",617100,1604,"2 Story","Above Average","Vinyl Siding",1,0,4628
"779",1,1,"Hot Water Rad","N",6,3,1920,NA,1967,2,"2004-04-01 00:00:00",277800,1417,"2 Story","Above Average","Brick/Siding",1,0,2119
"780",3,1,"Forced Air","Y",8,3,1925,2014,1964,1,"2014-07-31 00:00:00",767300,1900,"2 Story","Average","Shingle",0,0,5278
"781",2,0,"Hot Water Rad","N",9,3,1924,1986,1954,1,"2010-07-12 00:00:00",337500,1070,"1 Story","Average","Stucco",1,1,5180
"782",3,1,"Forced Air","Y",8,5,1905,2009,1967,2.25,"2017-10-04 00:00:00",831900,1687,"2.5 Story Fin","Above Average","Aluminum",2,1,7040
"783",1,2,"Hot Water Rad","Y",6,3,1909,NA,1954,2,"2005-09-27 00:00:00",469700,1683,"2 Story","Above Average","Brick Veneer",1,1,6400
"784",2,0,"Forced Air","Y",9,3,1905,2013,1964,1.5,"2013-06-13 00:00:00",474400,1298,"1.5 Story Fin","Average","Aluminum",1,1,6400
"785",1,0,"Hot Water Rad","N",8,4,1910,1970,1954,2.5,"2003-06-13 00:00:00",219100,1820,"2.5 Story Unfin","Above Average","Shingle",1,0,4620
"786",3,1,"Forced Air","Y",9,4,1917,2014,1964,2,"2014-04-08 00:00:00",754400,2030,"2 Story","Average","Brick/Siding",1,1,5504
"787",2,0,"Forced Air","Y",7,3,1938,2002,1964,1.25,"2008-11-13 00:00:00",317800,874,"1.5 Story Fin","Average","Common Brick",1,1,6865
"788",1,1,"Forced Air","Y",6,3,1955,NA,1973,2,"2010-10-07 00:00:00",270100,1064,"2 Story","Average","Brick/Siding",1,0,6938
"789",2,1,"Forced Air","Y",6,3,1949,2014,1968,2,"2014-12-03 00:00:00",417200,1040,"2 Story","Average","Common Brick",1,0,2791
"790",3,0,"Forced Air","Y",7,4,1936,2014,1964,1.5,"2015-02-03 00:00:00",482100,1451,"1.5 Story Fin","Average","Common Brick",1,1,8000
"791",1,0,"Hot Water Rad","N",5,2,1925,2014,1964,1,"2014-12-04 00:00:00",326600,717,"1 Story","Average","Aluminum",1,0,4776
"792",1,1,"Hot Water Rad","N",6,3,1910,NA,1957,2,"2000-03-29 00:00:00",98600,1472,"2 Story","Above Average","Vinyl Siding",1,1,7500
"793",5,1,"Forced Air","Y",8,5,2005,NA,2010,2.5,"2005-09-02 00:00:00",696500,3168,"2.5 Story Fin","Above Average","Stone/Siding",1,2,5000
"794",2,0,"Forced Air","Y",6,3,1922,NA,1957,1.75,"2018-02-12 00:00:00",404700,1040,"2 Story","Above Average","Vinyl Siding",1,1,4200
"795",2,0,"Forced Air","Y",7,4,1924,2011,1964,1.25,"2015-01-06 00:00:00",416300,900,"1 Story","Average","Vinyl Siding",2,1,5396
"796",3,0,"Forced Air","Y",7,4,1922,1998,1967,1.5,"2005-09-22 00:00:00",450100,1523,"1.5 Story Fin","Above Average","Vinyl Siding",1,1,5100
"797",2,0,"Hot Water Rad","N",6,4,1923,2005,1967,1.25,"2005-12-06 00:00:00",405300,1242,"1.5 Story Fin","Above Average","Aluminum",1,1,5100
"798",3,0,"Forced Air","Y",7,4,1922,2009,1967,1.5,"2009-11-06 00:00:00",330200,1389,"1.5 Story Fin","Above Average","Vinyl Siding",1,1,3251
"799",3,1,"Ht Pump","Y",10,4,2010,NA,2014,2,"2014-03-21 00:00:00",503700,1981,"2 Story","Average","Brick Veneer",1,0,4734
"800",3,0,"Forced Air","Y",6,3,1925,2011,1964,1.5,"2012-09-05 00:00:00",331300,1064,"1.5 Story Fin","Average","Vinyl Siding",1,0,5000
"801",2,0,"Forced Air","Y",6,3,1923,NA,1954,1.75,"2003-09-09 00:00:00",189500,1314,"2 Story","Average","Brick/Siding",1,2,3000
"802",3,1,"Forced Air","Y",7,4,2014,NA,2015,2,"2015-01-02 00:00:00",557300,1636,"2 Story","Average","Brick/Siding",1,0,7285
"803",2,1,"Hot Water Rad","Y",9,4,1928,2004,1960,2.5,"2005-05-02 00:00:00",467400,2305,"2.5 Story Fin","Above Average","Stucco",2,1,8000
"804",2,1,"Forced Air","Y",7,4,1936,2012,1964,2,"2012-05-03 00:00:00",322100,1730,"2 Story","Average","Common Brick",1,1,5415
"805",2,0,"Hot Water Rad","Y",6,3,1937,2014,1964,1,"2014-05-07 00:00:00",397400,1156,"1 Story","Average","Common Brick",1,1,4140
"806",2,0,"Hot Water Rad","N",6,3,1937,NA,1954,1.25,"2003-08-28 00:00:00",188000,1430,"1 Story","Average","Common Brick",1,0,3780
"807",1,0,"Hot Water Rad","N",6,3,1937,NA,1961,1.5,"2007-11-06 00:00:00",303800,1154,"1.5 Story Fin","Average","Common Brick",1,0,3780
"808",1,1,"Forced Air","N",6,2,1937,NA,1954,1.25,"1994-09-15 00:00:00",100300,1162,"1.5 Story Fin","Average","Common Brick",1,0,3780
"809",2,0,"Hot Water Rad","Y",6,3,1937,2011,1964,1.5,"2011-08-03 00:00:00",321700,1587,"1.5 Story Fin","Average","Common Brick",1,0,3780
"810",2,1,"Forced Air","Y",7,4,1930,2010,1964,1.75,"2011-02-02 00:00:00",312600,1331,"2 Story","Average","Vinyl Siding",1,0,4370
"811",1,1,"Hot Water Rad","N",6,3,1932,NA,1957,2,"1998-11-05 00:00:00",95000,1276,"2 Story","Above Average","Vinyl Siding",1,1,3990
"812",3,1,"Forced Air","Y",8,5,1923,2006,1967,2,"2015-08-04 00:00:00",629600,1908,"2 Story","Above Average","Vinyl Siding",1,1,7920
"813",3,1,"Ht Pump","Y",7,4,2015,NA,2016,2,"2015-08-13 00:00:00",674500,1846,"2 Story","Above Average","Vinyl Siding",1,0,5064
"814",3,1,"Forced Air","Y",7,4,1909,2003,1982,2,"2003-08-08 00:00:00",343200,1791,"2 Story","Average","Vinyl Siding",2,0,6106
"815",4,1,"Hot Water Rad","Y",11,5,1918,2016,1982,2,"2017-05-24 00:00:00",750900,1865,"2 Story","Average","Stucco",1,1,3505
"816",3,1,"Ht Pump","Y",7,4,1924,2015,1967,2,"2015-08-20 00:00:00",648200,1557,"2 Story","Above Average","Vinyl Siding",1,1,5667
"817",1,1,"Warm Cool","Y",6,3,1926,NA,1957,1.5,"2017-02-06 00:00:00",387500,1352,"1.5 Story Fin","Above Average","Wood Siding",1,1,2819
"818",2,1,"Hot Water Rad","Y",6,3,1927,2002,1967,2,"2002-04-08 00:00:00",123400,1146,"2 Story","Above Average","Aluminum",1,1,2644
"819",4,0,"Forced Air","Y",6,3,1925,2010,1967,2,"2010-12-03 00:00:00",424400,1858,"2 Story","Above Average","Stucco",1,1,3999
"820",4,1,"Forced Air","Y",8,4,2007,NA,2011,3,"2018-07-06 00:00:00",736900,2460,"3 Story","Good Quality","Stone",1,1,2611
"821",3,1,"Forced Air","Y",8,4,1930,2016,1964,2,"2016-10-14 00:00:00",674700,1712,"2 Story","Average","Vinyl Siding",1,0,3333
"822",3,1,"Forced Air","Y",7,3,1930,2012,1964,2,"2013-03-01 00:00:00",452500,1160,"2 Story","Average","Vinyl Siding",1,0,3333
"823",3,1,"Forced Air","Y",7,3,1931,2013,1967,2,"2014-01-02 00:00:00",493800,1430,"2 Story","Above Average","Vinyl Siding",1,1,4300
"824",4,0,"Forced Air","Y",8,5,1921,2014,1967,1.5,"2014-11-14 00:00:00",561400,1811,"1.5 Story Fin","Above Average","Aluminum",1,0,2239
"825",2,1,"Forced Air","N",8,5,1923,NA,1954,1.5,"2016-05-09 00:00:00",411600,1534,"1.5 Story Fin","Average","Shingle",1,1,6000
"826",2,1,"Hot Water Rad","Y",7,3,1933,2003,1967,2.25,"2004-07-30 00:00:00",414000,1380,"2.5 Story Unfin","Above Average","Common Brick",1,2,4300
"827",2,1,"Warm Cool","Y",8,3,1933,NA,1954,2.25,"1995-06-12 00:00:00",165600,1464,"2.5 Story Fin","Above Average","Common Brick",1,1,4300
"828",2,2,"Forced Air","Y",9,3,1934,NA,1967,2,"2013-10-29 00:00:00",485700,1608,"2 Story","Above Average","Common Brick",1,1,4838
"829",1,2,"Warm Cool","Y",6,3,1929,NA,1947,2,"2001-10-30 00:00:00",238100,1376,"2 Story","Above Average","Common Brick",1,1,6050
"830",1,1,"Hot Water Rad","N",8,4,1930,2003,1967,2,"2004-04-06 00:00:00",332700,1228,"2 Story","Above Average","Common Brick",1,1,4400
"831",1,0,"Warm Cool","Y",6,3,1936,NA,1967,2,"2014-06-05 00:00:00",384600,1040,"2 Story","Above Average","Brick/Siding",1,1,3025
"832",2,0,"Hot Water Rad","N",5,2,1936,2009,1967,2,"2009-12-04 00:00:00",335700,1056,"2 Story","Above Average","Common Brick",1,1,2791
"833",2,1,"Warm Cool","Y",8,3,1962,NA,1980,2,"2016-06-09 00:00:00",560000,1960,"2 Story","Above Average","Brick/Siding",1,2,4374
"834",1,1,"Warm Cool","Y",8,3,1938,NA,1967,2.5,"2002-10-17 00:00:00",284000,1426,"2.5 Story Fin","Above Average","Common Brick",1,1,4193
"835",2,0,"Hot Water Rad","Y",6,3,1942,NA,1950,2,"2017-04-24 00:00:00",424400,1152,"2 Story","Average","Common Brick",1,1,5253
"836",2,0,"Forced Air","Y",7,4,1956,2005,1973,1.5,"2018-03-20 00:00:00",621100,1596,"1.5 Story Fin","Average","Vinyl Siding",1,0,5500
"837",1,1,"Forced Air","N",6,3,1953,NA,1965,2,"2006-08-14 00:00:00",260000,1008,"2 Story","Above Average","Common Brick",1,0,1798
"838",3,1,"Forced Air","Y",6,3,1925,2010,1967,2,"2010-08-05 00:00:00",409600,1866,"2 Story","Above Average","Hardboard",1,0,6000
"839",4,0,"Forced Air","Y",10,5,1927,2016,1964,1.5,"2016-12-16 00:00:00",588300,1508,"1.5 Story Fin","Average","Vinyl Siding",1,0,6000
"840",2,1,"Hot Water Rad","Y",6,3,1956,1979,1976,2,"2018-06-14 00:00:00",444000,1300,"2 Story","Above Average","Common Brick",1,1,2660
"841",4,0,"Forced Air","Y",8,4,1942,2018,1964,2,"2010-06-01 00:00:00",392500,1944,"2 Story","Average","Common Brick",1,0,4108
"842",3,1,"Warm Cool","Y",10,5,1922,2016,1984,1.75,"2017-03-13 00:00:00",739000,2200,"2 Story","Above Average","Vinyl Siding",1,1,4800
"843",3,0,"Forced Air","Y",7,4,1915,2002,1967,1.5,"2009-05-14 00:00:00",411100,1250,"1.5 Story Fin","Above Average","Shingle",1,1,4573
"844",1,1,"Hot Water Rad","Y",6,4,1937,1989,1967,2,"2006-04-21 00:00:00",418900,1381,"2 Story","Above Average","Common Brick",1,1,5049
"845",2,1,"Forced Air","Y",9,6,1910,NA,1957,2,"2015-07-08 00:00:00",491200,2966,"2 Story","Above Average","Stucco",1,1,13429
"846",1,1,"Hot Water Rad","N",6,3,1922,NA,1957,1.75,"2000-06-26 00:00:00",109200,1199,"2 Story","Above Average","Shingle",1,1,2797
"847",2,1,"Hot Water Rad","N",6,3,1922,NA,1957,1.75,"1998-10-20 00:00:00",131100,1637,"2 Story","Above Average","Vinyl Siding",1,1,7568
"848",1,1,"Hot Water Rad","N",2,2,1938,NA,1954,1,"2017-01-05 00:00:00",371400,1116,"1 Story","Average","Common Brick",1,0,4400
"849",1,0,"Hot Water Rad","N",6,3,1938,NA,1954,1.25,"2016-03-03 00:00:00",345900,1152,"1 Story","Average","Common Brick",1,1,4100
"850",2,0,"Forced Air","Y",8,4,1937,2006,1964,1,"2006-02-01 00:00:00",411600,1791,"1 Story","Average","Common Brick",1,1,5040
"851",1,0,"Hot Water Rad","N",6,3,1908,NA,1954,2,"2001-05-11 00:00:00",89600,1152,"2 Story","Average","Vinyl Siding",1,0,1620
"852",1,0,"Hot Water Rad","N",7,3,1927,NA,1957,1.5,"1998-10-15 00:00:00",110600,1459,"1.5 Story Fin","Above Average","Vinyl Siding",1,0,7125
"853",1,0,"Forced Air","Y",5,2,1949,NA,1966,1,"2013-10-18 00:00:00",292900,1067,"1 Story","Average","Aluminum",1,0,3510
"854",3,0,"Water Base Brd","N",6,3,1922,2015,1964,1.5,"2014-11-17 00:00:00",377200,1803,"Split Level","Average","Common Brick",1,1,4725
"855",2,1,"Forced Air","N",8,4,1927,1984,1957,1.5,"2005-09-15 00:00:00",366300,1508,"1.5 Story Fin","Above Average","Vinyl Siding",1,0,7126
"856",1,1,"Hot Water Rad","Y",8,3,1929,2015,1967,2,"2016-05-31 00:00:00",559600,1548,"2 Story","Above Average","Common Brick",1,1,4400
"857",1,0,"Warm Cool","Y",7,3,1930,NA,1980,2.25,"2003-05-29 00:00:00",279200,1302,"2.5 Story Fin","Above Average","Common Brick",1,1,4400
"858",5,0,"Forced Air","Y",8,5,1925,2012,1967,2,"2012-07-17 00:00:00",504500,2352,"2 Story","Above Average","Brick/Siding",1,0,3566
"859",3,1,"Forced Air","Y",7,4,2012,NA,2014,2,"2013-01-11 00:00:00",484700,1720,"2 Story","Above Average","Brick/Siding",1,0,3574
"860",3,1,"Forced Air","Y",7,4,1914,2014,1967,1.75,"2015-01-30 00:00:00",588500,1596,"2 Story","Above Average","Vinyl Siding",1,0,5850
"861",2,0,"Forced Air","Y",5,2,1900,1972,1957,2,"2007-11-02 00:00:00",274500,1440,"2 Story","Above Average","Vinyl Siding",1,0,1600
"862",3,0,"Hot Water Rad","Y",7,5,1920,2006,1967,2,"1998-09-30 00:00:00",110800,1956,"2 Story","Above Average","Vinyl Siding",1,1,3750
"863",1,0,"Hot Water Rad","N",6,3,1915,NA,1957,2,"2004-09-21 00:00:00",198700,1324,"2 Story","Above Average","Stucco",1,0,5600
"864",3,0,"Forced Air","Y",7,4,1930,2012,1964,1.5,"2012-06-13 00:00:00",390500,1534,"1.5 Story Fin","Average","Shingle",1,1,3990
"865",1,1,"Hot Water Rad","N",6,2,1930,NA,1954,1.5,"2004-01-23 00:00:00",176400,1366,"1.5 Story Fin","Average","Vinyl Siding",1,0,3990
"866",2,0,"Forced Air","Y",7,4,1915,NA,1957,2,"2016-02-24 00:00:00",407400,1322,"2 Story","Above Average","Vinyl Siding",1,0,5005
"867",1,1,"Hot Water Rad","N",5,3,1922,2010,1964,1,"2018-07-02 00:00:00",539000,918,"1 Story","Average","Vinyl Siding",1,1,6803
"868",2,1,"Hot Water Rad","N",6,3,1911,NA,1957,2,"2006-03-06 00:00:00",369500,1658,"2 Story","Above Average","Shingle",2,0,5050
"869",1,0,"Hot Water Rad","N",7,3,1922,NA,1954,2,"1992-03-24 00:00:00",70100,1266,"2 Story","Average","Vinyl Siding",1,0,8400
"870",1,0,"Hot Water Rad","N",5,2,1905,NA,1954,2,"2018-05-14 00:00:00",358000,1072,"2 Story","Average","Vinyl Siding",1,0,5635
"871",1,1,"Hot Water Rad","N",5,2,1938,NA,1954,1.25,"2012-11-16 00:00:00",246300,1243,"1.5 Story Fin","Average","Common Brick",1,0,4323
"872",1,1,"Hot Water Rad","N",6,2,1935,NA,1957,2,"2017-06-22 00:00:00",327600,884,"2 Story","Above Average","Common Brick",1,1,4230
"873",4,0,"Forced Air","Y",9,5,1929,2015,1967,1.75,"2016-01-21 00:00:00",653100,1711,"2 Story","Above Average","Vinyl Siding",1,0,4085
"874",2,0,"Hot Water Rad","N",6,3,1929,NA,1954,1.5,"2000-12-05 00:00:00",102600,1593,"1.5 Story Fin","Average","Aluminum",1,0,4085
"875",3,0,"Forced Air","Y",7,4,1929,2012,1964,1.25,"2018-05-14 00:00:00",628700,1238,"1 Story","Average","Shingle",1,0,4085
"876",2,0,"Hot Water Rad","N",8,4,1925,2004,1967,1.5,"2006-08-18 00:00:00",431000,1529,"1.5 Story Fin","Above Average","Vinyl Siding",1,0,7920
"877",2,0,"Forced Air","Y",6,3,1950,NA,1971,2,"1997-11-06 00:00:00",134200,1440,"2 Story","Above Average","Common Brick",1,2,3963
"878",1,0,"Forced Air","N",5,2,1925,NA,1954,1.25,"1999-03-30 00:00:00",94600,1123,"1.5 Story Fin","Average","Vinyl Siding",1,0,4340
"879",3,0,"Hot Water Rad","Y",6,5,1926,2017,1964,1.25,"2017-11-17 00:00:00",604800,1638,"1.5 Story Fin","Average","Vinyl Siding",1,0,4692
"880",1,1,"Hot Water Rad","N",6,3,1929,NA,1967,2,"2000-10-11 00:00:00",149400,1480,"2 Story","Above Average","Aluminum",1,1,5883
